user_id,first_name,last_name,email,phone_number,city,age,account_status,loyalty_tier,preferred_payment,signup_date,last_active_date,total_rides_taken,avg_rating_given,preferred_language,device_os,referral_source,is_business_account,promo_credits_balance,account_verified
7439377,Zoe,Adams,user7439377@gmail.com,+1-563-242-4025,Austin,33,Inactive,Silver,Credit Card,2019-09-26,2024-08-11,2,4.0,English,Android,App Store,No,0.92,Yes
9099345,Ryan,Taylor,user9099345@proton.com,+1-750-496-2921,Austin,41,Active,Platinum,Credit Card,2020-01-10,2024-12-27,3,4.6,Korean,Android,Organic,No,10.59,Yes
3071914,Wei,Brown,user3071914@proton.com,+1-200-998-5265,Denver,49,Active,Bronze,Debit Card,2020-03-27,2023-12-23,6,3.0,English,Android,Ad Campaign,No,20.63,Yes
5664704,Oscar,Rodriguez,user5664704@outlook.com,+1-851-719-1119,Dallas,29,Active,Silver,Debit Card,2020-01-11,2024-05-31,1,3.3,English,iOS,App Store,No,0.08,Yes
8711695,Lucas,Brown,user8711695@gmail.com,+1-821-940-2882,Seattle,19,Inactive,Silver,App Wallet,2021-12-22,2023-05-12,5,3.9,Spanish,Web,Friend Referral,No,0.76,Yes
3273863,Sofia,Nguyen,user3273863@gmail.com,+1-331-672-3530,Houston,70,Active,Gold,Credit Card,2022-03-12,2023-05-11,10,3.0,Spanish,Android,Social Media,No,0.11,Yes
9848683,Jake,Jackson,user9848683@proton.com,+1-819-724-8851,Seattle,31,Suspended,Platinum,Debit Card,2019-10-25,2021-11-20,30,2.8,English,Android,Ad Campaign,No,15.11,Yes
9513843,Fatima,Brown,user9513843@yahoo.com,+1-639-196-4075,Miami,44,Active,Bronze,Debit Card,2021-09-12,2024-12-17,4,3.0,English,Android,Friend Referral,No,20.83,Yes
1379531,Carlos,Baker,user1379531@yahoo.com,+1-881-368-1354,Houston,48,Active,Gold,App Wallet,2023-03-02,2024-08-06,30,4.7,English,Android,Organic,No,0.46,Yes
9996784,Lisa,Taylor,user9996784@outlook.com,+1-531-123-8323,Atlanta,27,Active,Bronze,App Wallet,2019-08-07,2022-10-16,5,3.6,Arabic,iOS,App Store,Yes,15.07,Yes
3363629,Sarah,Lewis,user3363629@gmail.com,+1-357-629-4972,Miami,73,Active,Bronze,Debit Card,2021-09-16,2024-04-24,10,4.7,Hindi,iOS,App Store,No,0.57,Yes
5849348,Elijah,Baker,user5849348@outlook.com,+1-217-756-7314,San Diego,27,Inactive,Bronze,App Wallet,2019-06-16,2020-04-19,6,3.6,Portuguese,Android,App Store,No,0.33,Yes
6203117,Mohammed,Clark,user6203117@proton.com,+1-903-548-3795,Nashville,25,Active,Bronze,Debit Card,2022-05-27,2024-01-25,3,4.1,Mandarin,iOS,Corporate Deal,No,0.85,Yes
2852286,Aisha,Lee,user2852286@outlook.com,+1-665-220-8340,Atlanta,29,Active,Platinum,Credit Card,2019-08-14,2022-08-11,1,3.2,English,iOS,Friend Referral,No,30.05,Yes
3746424,Sofia,Adams,user3746424@gmail.com,+1-253-198-6150,Los Angeles,18,Active,Silver,Credit Card,2019-06-17,2023-07-20,3,4.2,Mandarin,iOS,Corporate Deal,No,5.1,Yes
1521724,Lisa,Walker,user1521724@gmail.com,+1-885-350-2523,Phoenix,21,Active,Silver,Credit Card,2023-04-09,2024-12-06,30,4.9,English,iOS,Ad Campaign,Yes,0.1,Yes
4978793,Ryan,Flores,user4978793@yahoo.com,+1-380-819-8914,Atlanta,31,Pending Verification,Platinum,Debit Card,2020-11-17,2024-06-13,3,4.7,Spanish,iOS,Corporate Deal,Yes,10.55,No
4298317,Isabella,Anderson,user4298317@outlook.com,+1-876-649-7011,Miami,24,Active,Silver,App Wallet,2022-09-04,2023-06-23,6,3.4,Hindi,iOS,Organic,No,0.67,Yes
2689285,Andre,Hall,user2689285@proton.com,+1-759-447-5182,New York,29,Active,Platinum,Credit Card,2022-05-17,2024-05-26,20,3.2,French,Android,Organic,No,0.96,Yes
3119814,Emma,Allen,user3119814@proton.com,+1-462-985-6850,Chicago,28,Suspended,Bronze,Credit Card,2022-07-15,2024-11-21,6,4.6,French,Web,Social Media,No,0.52,Yes
2964675,Ava,Adams,user2964675@proton.com,+1-736-687-8968,Atlanta,23,Active,Silver,Credit Card,2022-10-10,2024-01-15,2,4.0,Spanish,Android,Ad Campaign,No,20.24,No
4544442,Liam,Clark,user4544442@proton.com,+1-785-632-4062,Houston,75,Active,Bronze,App Wallet,2022-07-03,2023-07-21,30,4.8,Arabic,iOS,Friend Referral,Yes,0.06,Yes
1313211,Priya,Adams,user1313211@yahoo.com,+1-316-495-7596,Austin,32,Inactive,Bronze,Corporate,2023-03-20,2024-06-23,50,3.7,English,iOS,Social Media,No,0.85,Yes
9685397,Chloe,Flores,user9685397@gmail.com,+1-424-623-4835,Denver,32,Active,Platinum,Debit Card,2022-07-21,2024-05-27,6,2.8,Spanish,Android,Ad Campaign,No,10.52,Yes
6347815,Kevin,Taylor,user6347815@proton.com,+1-305-311-8521,San Francisco,24,Active,Platinum,Corporate,2021-04-12,2022-05-03,15,4.8,English,Android,Social Media,No,0.14,Yes
4540337,Noah,Scott,user4540337@yahoo.com,+1-868-609-3441,Los Angeles,39,Active,Platinum,Credit Card,2021-07-29,2024-08-19,1,3.9,English,Android,Corporate Deal,No,0.11,Yes
9249579,Zoe,Wilson,user9249579@gmail.com,+1-774-354-1772,Austin,74,Inactive,Gold,App Wallet,2021-06-30,2023-11-06,10,3.5,English,iOS,Social Media,No,50.06,Yes
8465826,Isabella,Young,user8465826@outlook.com,+1-890-727-7835,Boston,62,Active,Platinum,Credit Card,2021-05-22,2022-07-20,20,4.6,Hindi,iOS,App Store,No,20.7,Yes
3255165,Jake,Hall,user3255165@gmail.com,+1-777-686-6390,Phoenix,43,Suspended,Bronze,Credit Card,2019-01-30,2023-09-15,8,4.9,Spanish,Android,Friend Referral,No,10.07,Yes
7334757,Oscar,Williams,user7334757@proton.com,+1-504-290-2176,New York,77,Active,Bronze,App Wallet,2021-06-10,2022-12-17,10,3.0,Arabic,iOS,Organic,No,0.39,Yes
2734329,Liam,Wilson,user2734329@outlook.com,+1-404-220-9382,New York,43,Pending Verification,Gold,Promo Credit,2019-10-25,2020-05-25,5,4.6,French,Android,Corporate Deal,No,50.16,Yes
3302521,Isabella,Harris,user3302521@yahoo.com,+1-459-151-4590,Houston,27,Active,Silver,Crypto,2019-06-06,2024-11-25,6,2.7,English,iOS,Friend Referral,No,0.43,Yes
2088754,Andre,Moore,user2088754@gmail.com,+1-296-899-1113,Detroit,41,Suspended,Silver,App Wallet,2019-02-03,2022-07-03,8,3.5,English,iOS,App Store,No,0.31,Yes
4377952,Diana,Brown,user4377952@gmail.com,+1-975-404-3858,Orlando,21,Active,Bronze,Credit Card,2022-11-09,2023-08-13,75,4.5,English,Android,Social Media,No,0.55,Yes
3051657,Oscar,Smith,user3051657@gmail.com,+1-276-865-3617,New York,34,Active,Silver,App Wallet,2019-06-03,2021-06-03,8,4.5,Korean,Web,Ad Campaign,No,0.17,Yes
8437480,Andre,Anderson,user8437480@gmail.com,+1-470-773-7835,San Diego,27,Active,Bronze,Credit Card,2020-04-08,2024-02-14,4,2.6,English,iOS,Friend Referral,No,0.76,Yes
7546412,Kevin,Walker,user7546412@yahoo.com,+1-454-547-8732,Chicago,54,Active,Bronze,Credit Card,2019-05-12,2024-12-21,15,3.1,Korean,iOS,Social Media,Yes,15.06,Yes
7368570,Lily,Garcia,user7368570@outlook.com,+1-627-194-6141,Las Vegas,23,Active,Platinum,Credit Card,2019-02-12,2023-09-07,6,3.3,Spanish,Web,Corporate Deal,No,15.72,Yes
5938841,Layla,Nelson,user5938841@outlook.com,+1-265-142-1507,Austin,42,Inactive,Gold,Credit Card,2022-05-29,2022-06-27,8,2.8,French,Android,App Store,No,0.37,Yes
9337796,Yuki,Garcia,user9337796@outlook.com,+1-529-255-2946,Minneapolis,19,Active,Gold,Debit Card,2022-07-28,2022-08-15,5,4.3,French,Android,Social Media,No,20.79,Yes
3864681,Elijah,Carter,user3864681@proton.com,+1-690-909-6382,Chicago,42,Inactive,Bronze,Debit Card,2020-07-16,2022-04-06,6,3.3,English,iOS,Organic,No,0.04,Yes
4922302,Andre,Moore,user4922302@yahoo.com,+1-361-460-4538,Houston,20,Inactive,Silver,Debit Card,2022-06-04,2023-09-14,8,2.8,Spanish,iOS,Friend Referral,No,50.52,No
1351314,Tom,Jones,user1351314@proton.com,+1-485-703-6746,Detroit,54,Active,Silver,Debit Card,2022-10-17,2024-11-26,5,3.3,English,Android,Corporate Deal,No,0.23,Yes
1316971,Zoe,King,user1316971@proton.com,+1-671-385-7117,Los Angeles,48,Active,Platinum,Debit Card,2021-02-11,2022-01-22,8,3.5,English,Web,Organic,No,10.88,Yes
3113879,Aiden,Nelson,user3113879@outlook.com,+1-880-415-7930,Los Angeles,66,Active,Platinum,Corporate,2023-04-27,2023-07-23,3,4.6,Spanish,Android,Social Media,No,5.43,Yes
4433235,Diana,Davis,user4433235@proton.com,+1-359-713-7189,Boston,31,Active,Diamond,Corporate,2021-10-27,2023-08-17,30,3.8,Arabic,iOS,Organic,No,5.54,Yes
5713546,Aria,Hall,user5713546@gmail.com,+1-403-628-9494,Los Angeles,39,Active,Silver,Credit Card,2022-06-23,2024-03-06,75,3.9,English,Android,Organic,No,15.05,Yes
1765049,Oscar,Nguyen,user1765049@outlook.com,+1-409-276-2955,Seattle,38,Active,Bronze,Corporate,2020-06-26,2024-04-02,4,3.3,English,iOS,Friend Referral,No,5.07,Yes
5936022,Zoe,Miller,user5936022@proton.com,+1-860-934-5147,Detroit,36,Active,Silver,Promo Credit,2020-03-26,2021-05-23,10,3.9,English,Android,Ad Campaign,Yes,0.46,No
2791636,Lucas,Taylor,user2791636@gmail.com,+1-991-808-1557,Austin,34,Pending Verification,Gold,Credit Card,2021-07-10,2022-02-23,1,4.6,English,iOS,Ad Campaign,Yes,0.62,Yes
9502769,Andre,Miller,user9502769@yahoo.com,+1-808-462-3785,Las Vegas,42,Active,Bronze,App Wallet,2020-06-18,2021-11-24,50,3.7,Mandarin,iOS,Corporate Deal,No,10.06,Yes
7149499,David,Clark,user7149499@yahoo.com,+1-231-380-1516,Miami,21,Active,Silver,Debit Card,2019-09-30,2020-02-17,15,2.9,Arabic,iOS,Social Media,No,0.66,Yes
8371789,Emily,Garcia,user8371789@gmail.com,+1-234-919-8185,Las Vegas,33,Active,Bronze,App Wallet,2022-02-17,2023-06-21,3,4.6,English,iOS,Friend Referral,No,0.56,Yes
7119201,Liam,Torres,user7119201@yahoo.com,+1-744-743-7615,Chicago,30,Active,Silver,Promo Credit,2022-10-05,2023-09-03,8,4.4,English,iOS,Ad Campaign,Yes,15.78,Yes
9058336,Kevin,Moore,user9058336@proton.com,+1-590-630-8041,Phoenix,27,Active,Bronze,App Wallet,2022-06-27,2022-08-13,1,2.8,Mandarin,iOS,Organic,No,10.05,Yes
9154277,Noah,Nelson,user9154277@yahoo.com,+1-256-320-7340,San Francisco,75,Active,Bronze,Corporate,2020-02-24,2024-08-13,8,4.5,English,iOS,Ad Campaign,No,50.11,Yes
5270629,Kevin,Davis,user5270629@gmail.com,+1-265-868-5034,Boston,40,Active,Gold,Debit Card,2020-01-15,2022-04-29,6,4.9,English,iOS,Organic,No,0.73,Yes
1974038,Aria,Carter,user1974038@gmail.com,+1-535-430-7714,Austin,31,Active,Bronze,Debit Card,2020-10-27,2021-12-08,2,4.1,Spanish,iOS,Social Media,No,0.62,Yes
9938487,Priya,Taylor,user9938487@proton.com,+1-881-270-9928,Seattle,48,Active,Gold,Credit Card,2021-12-22,2024-02-06,2,4.5,English,Android,Ad Campaign,No,0.57,Yes
7224721,Ethan,Anderson,user7224721@proton.com,+1-954-984-4292,New York,35,Active,Bronze,Credit Card,2023-05-16,2024-11-18,3,4.3,Mandarin,Android,App Store,No,20.84,Yes
7684261,Jake,Taylor,user7684261@gmail.com,+1-941-472-3239,Orlando,37,Active,Gold,Credit Card,2019-12-23,2024-12-04,4,3.5,Arabic,Android,Social Media,No,0.33,Yes
7687574,Lucas,Brown,user7687574@outlook.com,+1-760-433-9489,Chicago,38,Active,Bronze,Credit Card,2021-04-02,2021-08-25,1,2.7,English,iOS,Organic,No,10.25,Yes
7192980,Noah,Robinson,user7192980@outlook.com,+1-699-831-4648,Nashville,47,Active,Silver,Credit Card,2023-01-04,2023-07-02,20,3.8,French,iOS,Ad Campaign,No,0.47,Yes
8436411,Logan,Smith,user8436411@proton.com,+1-552-152-9555,Phoenix,26,Active,Silver,Debit Card,2021-02-17,2022-05-26,1,3.0,Korean,Android,Friend Referral,Yes,0.72,Yes
1173326,Lily,Wright,user1173326@proton.com,+1-489-549-4523,Chicago,20,Active,Platinum,App Wallet,2019-12-20,2020-12-03,5,3.8,English,Android,Corporate Deal,Yes,5.74,Yes
7795037,Jake,Anderson,user7795037@proton.com,+1-433-659-1062,Phoenix,29,Active,Platinum,Promo Credit,2019-02-13,2022-05-07,4,3.1,English,Android,Friend Referral,No,0.71,No
5361719,Oscar,Smith,user5361719@yahoo.com,+1-822-628-9935,Dallas,26,Pending Verification,Silver,App Wallet,2020-06-10,2022-10-25,30,2.9,Korean,Android,Organic,No,0.15,Yes
2509862,Jake,Torres,user2509862@outlook.com,+1-201-626-6893,San Francisco,46,Active,Bronze,App Wallet,2020-11-28,2023-03-12,10,4.6,Mandarin,Android,Ad Campaign,No,20.21,Yes
6547155,Chloe,Walker,user6547155@outlook.com,+1-491-326-7093,San Francisco,43,Active,Platinum,Corporate,2021-10-28,2023-12-26,50,3.7,Spanish,iOS,App Store,No,0.96,Yes
8475864,Maria,Moore,user8475864@proton.com,+1-471-392-4030,New York,30,Active,Silver,Debit Card,2020-03-31,2024-11-30,6,2.6,French,Android,Corporate Deal,No,0.15,Yes
9124127,James,Mitchell,user9124127@yahoo.com,+1-842-628-8955,Houston,31,Active,Gold,App Wallet,2020-03-06,2021-08-20,30,4.2,English,Android,Friend Referral,No,20.38,Yes
1438146,Mei,Anderson,user1438146@yahoo.com,+1-857-707-8754,Orlando,19,Active,Bronze,Debit Card,2022-07-02,2023-11-13,5,4.3,English,iOS,Corporate Deal,Yes,0.44,Yes
2726985,Logan,Davis,user2726985@gmail.com,+1-278-160-9270,Orlando,28,Active,Bronze,App Wallet,2022-06-11,2022-09-07,3,5.0,English,Android,Ad Campaign,No,0.29,Yes
5097720,Oliver,Anderson,user5097720@yahoo.com,+1-282-474-7117,Miami,55,Active,Silver,Credit Card,2022-06-05,2024-06-10,0,,Spanish,iOS,App Store,No,20.94,Yes
